first_party_name,first_party,device,third_party,third_party_name,Tracking/Other,Category,consent,subscription
Copilot,copilot.microsoft.com,browser,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,Accept All,No Auth
Copilot,copilot.microsoft.com,browser,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,Accept All,Free
Copilot,copilot.microsoft.com,browser,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,Accept All,Premium
Copilot,copilot.microsoft.com,browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Accept All,No Auth
Copilot,copilot.microsoft.com,browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Accept All,Free
Copilot,copilot.microsoft.com,browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Accept All,Premium
Copilot,copilot.microsoft.com,browser,play.google.com,Other,,,Accept All,No Auth
Copilot,copilot.microsoft.com,browser,play.google.com,Other,,,Accept All,Free
Copilot,copilot.microsoft.com,browser,play.google.com,Other,,,Accept All,Premium
Copilot,copilot.microsoft.com,browser,services.bingapis.com,First-party,,,Accept All,No Auth
Copilot,copilot.microsoft.com,browser,services.bingapis.com,First-party,,,Accept All,Free
Copilot,copilot.microsoft.com,browser,services.bingapis.com,First-party,,,Accept All,Premium
Copilot,copilot.microsoft.com,browser,ts1.mm.bing.net,First-Party,,,Accept All,Free
Copilot,copilot.microsoft.com,browser,ts2.mm.bing.net,First-Party,,,Accept All,Free
Copilot,copilot.microsoft.com,browser,ts3.mm.bing.net,First-Party,,,Accept All,Free
Copilot,copilot.microsoft.com,browser,ts4.explicit.bing.net,First-Party,,,Accept All,Free
Copilot,copilot.microsoft.com,browser,ts4.mm.bing.net,First-Party,,,Accept All,Free
Copilot,copilot.microsoft.com,browser,wps-picasso-prod-neu.webpubsub.azure.com,First-Party,Cloud/CDN,,Accept All,No Auth
Copilot,copilot.microsoft.com,browser,wps-picasso-prod-neu.webpubsub.azure.com,First-Party,Cloud/CDN,,Accept All,Free
Copilot,copilot.microsoft.com,browser,wps-picasso-prod-neu.webpubsub.azure.com,First-Party,Cloud/CDN,,Accept All,Premium
Copilot,copilot.microsoft.com,browser,www.bing.com,First-Party,,,Accept All,Free
Copilot,copilot.microsoft.com,browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Accept All,No Auth
Copilot,copilot.microsoft.com,browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Accept All,Free
Copilot,copilot.microsoft.com,browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Accept All,Premium
Copilot,copilot.microsoft.com,browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Accept All,No Auth
Copilot,copilot.microsoft.com,browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Accept All,Free
Copilot,copilot.microsoft.com,browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Accept All,Premium
Copilot,copilot.microsoft.com,browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Accept All,No Auth
Copilot,copilot.microsoft.com,browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Accept All,Free
Copilot,copilot.microsoft.com,browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Accept All,Premium
Copilot,copilot.microsoft.com,browser,www.gstatic.com,Google Cloud,,,Accept All,No Auth
Copilot,copilot.microsoft.com,browser,www.gstatic.com,Google Cloud,,,Accept All,Free
Copilot,copilot.microsoft.com,browser,www.gstatic.com,Google Cloud,,,Accept All,Premium
Copilot,copilot.microsoft.com,browser,aadcdn.msauth.net,First-party,Tracking,Authentication,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,accounts.google.com,Google Accounts,Tracking,Authentication,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,accounts.google.es,Google Accounts,Tracking,Authentication,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,accounts.youtube.com,Google Accounts,Tracking,Authentication,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,api.sprig.com,Sprig,Tracking,User engagement,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,api.sprig.com,Sprig,Tracking,User engagement,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,api.sprig.com,Sprig,Tracking,User engagement,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,auth.copilot.microsoft.com,Microsoft,First-party,,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,browser.events.data.microsoft.com,First-party,Tracking,Analytics and Advertising,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,browser.events.data.microsoft.com,First-party,Tracking,Analytics and Advertising,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,browser.events.data.microsoft.com,First-party,Tracking,Analytics and Advertising,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,cdn.sprig.com,Sprig,Tracking,User engagement,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,cdn.sprig.com,Sprig,Tracking,User engagement,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,cdn.sprig.com,Sprig,Tracking,User engagement,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,challenges.cloudflare.com,First-party,Anti-bot,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,copilot.fun,First-party,,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,copilot.fun,First-party,,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,copilot.fun,First-party,,,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,copilot.microsoft.com,First-party,,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,copilot.microsoft.com,First-party,,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,copilot.microsoft.com,First-party,,,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,df.cfp.microsoft.com,First-party,,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,eu-mobile.events.data.microsoft.com,First-party,,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,fonts.gstatic.com,Google API,,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,fonts.gstatic.com,Google API,,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,fonts.gstatic.com,Google API,,,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,fpt.live.com,First-party,,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,graph.microsoft.com,First-party,,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,lh3.googleusercontent.com,Google User Content,Tracking,CMP,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,login.live.com,First-party,Tracking,Authentication,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,login.live.com,First-party,Tracking,Authentication,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,login.live.com,First-party,Tracking,Authentication,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,login.microsoftonline.com,First-party,Tracking,Authentication,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,login.microsoftonline.com,First-party,Tracking,Authentication,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,login.microsoftonline.com,First-party,Tracking,Authentication,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,logincdn.msftauth.net,First-party,Tracking,Authentication,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,play.google.com,Other,,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,play.google.com,Other,,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,play.google.com,Other,,,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,services.bingapis.com,First-party,,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,services.bingapis.com,First-party,,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,services.bingapis.com,First-party,,,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,ts1.mm.bing.net,First-Party,,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,ts3.mm.bing.net,First-Party,,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,ts4.mm.bing.net,First-Party,,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,wps-picasso-prod-neu.webpubsub.azure.com,First-Party,Cloud/CDN,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,wps-picasso-prod-neu.webpubsub.azure.com,First-Party,Cloud/CDN,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,wps-picasso-prod-neu.webpubsub.azure.com,First-Party,Cloud/CDN,,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Ignore Consent,Premium
Copilot,copilot.microsoft.com,browser,www.gstatic.com,Google Cloud,,,Ignore Consent,No Auth
Copilot,copilot.microsoft.com,browser,www.gstatic.com,Google Cloud,,,Ignore Consent,Free
Copilot,copilot.microsoft.com,browser,www.gstatic.com,Google Cloud,,,Ignore Consent,Premium
Copilot,copilot.microsoft.com,mobile,app.adjust.com,Adjust,Tracking,Tracking,No consent banner,No Auth
Copilot,copilot.microsoft.com,mobile,app.adjust.com,Adjust,Tracking,Tracking,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,auth.copilot.microsoft.com,Microsoft,First-party,,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,copilot.microsoft.com,First-party,,,No consent banner,No Auth
Copilot,copilot.microsoft.com,mobile,copilot.microsoft.com,First-party,,,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,firebaseinstallations.googleapis.com,Google Firebase,Tracking,Analytics and Advertising,No consent banner,No Auth
Copilot,copilot.microsoft.com,mobile,firebaseinstallations.googleapis.com,Google Firebase,Tracking,Analytics and Advertising,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,firebaselogging.googleapis.com,Google Firebase,Tracking,Analytics and Advertising,No consent banner,No Auth
Copilot,copilot.microsoft.com,mobile,firebaselogging.googleapis.com,Google Firebase,Tracking,Analytics and Advertising,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,in.appcenter.ms,First-party,,,No consent banner,No Auth
Copilot,copilot.microsoft.com,mobile,in.appcenter.ms,First-party,,,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,login.microsoftonline.com,First-party,Tracking,Authentication,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,mobile.events.data.microsoft.com,First-party,,,No consent banner,No Auth
Copilot,copilot.microsoft.com,mobile,mobile.events.data.microsoft.com,First-party,,,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,No consent banner,No Auth
Copilot,copilot.microsoft.com,mobile,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,oneclient.sfx.ms,First-party,,,No consent banner,No Auth
Copilot,copilot.microsoft.com,mobile,oneclient.sfx.ms,First-party,,,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,substrate.office.com,First-Party,,,No consent banner,Free
Copilot,copilot.microsoft.com,mobile,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,No consent banner,Premium
Copilot,copilot.microsoft.com,mobile,firebaseinstallations.googleapis.com,Google APIs,Tracking,Analytics and Advertising,No consent banner,Premium
Copilot,copilot.microsoft.com,mobile,copilot.microsoft.com,First-Party,,,No consent banner,Premium
Copilot,copilot.microsoft.com,mobile,oneclient.sfx.ms,First-Party,,,No consent banner,Premium
Copilot,copilot.microsoft.com,mobile,mobile.events.data.microsoft.com,First-Party,,,No consent banner,Premium
Copilot,copilot.microsoft.com,mobile,in.appcenter.ms,First-Party,,,No consent banner,Premium
Copilot,,mobile,app.adjust.com,Adjust,Tracking,Tracking,No consent banner,Premium
Copilot,copilot.microsoft.com,mobile,firebaselogging.googleapis.com,Google APIs,Tracking,Analytics and Advertising,No consent banner,Premium
Copilot,copilot.microsoft.com,mobile,auth.copilot.microsoft.com,First-Party,,,No consent banner,Premium
Copilot,copilot.microsoft.com,mobile,login.microsoftonline.com,First-Party,,,No consent banner,Premium
Copilot,copilot.microsoft.com,mobile,substrate.office.com,First-Party,,,No consent banner,Premium
Copilot,copilot.microsoft.com,browser,aadcdn.msauth.net,First-party,Tracking,Authentication,Reject All,Free
Copilot,copilot.microsoft.com,browser,accounts.google.com,Google Accounts,Tracking,Authentication,Reject All,Premium
Copilot,copilot.microsoft.com,browser,accounts.google.es,Google Accounts,Tracking,Authentication,Reject All,Premium
Copilot,copilot.microsoft.com,browser,accounts.youtube.com,Google Accounts,Tracking,Authentication,Reject All,Premium
Copilot,copilot.microsoft.com,browser,api.sprig.com,Sprig,Tracking,User engagement,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,api.sprig.com,Sprig,Tracking,User engagement,Reject All,Free
Copilot,copilot.microsoft.com,browser,api.sprig.com,Sprig,Tracking,User engagement,Reject All,Premium
Copilot,copilot.microsoft.com,browser,auth.copilot.microsoft.com,Microsoft,First-party,,Reject All,Premium
Copilot,copilot.microsoft.com,browser,browser.events.data.microsoft.com,First-party,Tracking,Analytics and Advertising,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,browser.events.data.microsoft.com,First-party,Tracking,Analytics and Advertising,Reject All,Free
Copilot,copilot.microsoft.com,browser,browser.events.data.microsoft.com,First-party,Tracking,Analytics and Advertising,Reject All,Premium
Copilot,copilot.microsoft.com,browser,cdn.sprig.com,Sprig,Tracking,User engagement,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,cdn.sprig.com,Sprig,Tracking,User engagement,Reject All,Free
Copilot,copilot.microsoft.com,browser,cdn.sprig.com,Sprig,Tracking,User engagement,Reject All,Premium
Copilot,copilot.microsoft.com,browser,challenges.cloudflare.com,First-party,Anti-bot,,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,copilot.fun,First-party,,,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,copilot.fun,First-party,,,Reject All,Free
Copilot,copilot.microsoft.com,browser,copilot.fun,First-party,,,Reject All,Premium
Copilot,copilot.microsoft.com,browser,copilot.microsoft.com,First-party,,,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,copilot.microsoft.com,First-party,,,Reject All,Free
Copilot,copilot.microsoft.com,browser,copilot.microsoft.com,First-party,,,Reject All,Premium
Copilot,copilot.microsoft.com,browser,df.cfp.microsoft.com,First-party,,,Reject All,Free
Copilot,copilot.microsoft.com,browser,eu-mobile.events.data.microsoft.com,First-party,,,Reject All,Free
Copilot,copilot.microsoft.com,browser,fonts.gstatic.com,Google API,,,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,fonts.gstatic.com,Google API,,,Reject All,Free
Copilot,copilot.microsoft.com,browser,fonts.gstatic.com,Google API,,,Reject All,Premium
Copilot,copilot.microsoft.com,browser,fpt.live.com,First-party,,,Reject All,Free
Copilot,copilot.microsoft.com,browser,graph.microsoft.com,First-party,,,Reject All,Free
Copilot,copilot.microsoft.com,browser,lh3.googleusercontent.com,Google User Content,Tracking,CMP,Reject All,Premium
Copilot,copilot.microsoft.com,browser,login.live.com,First-party,Tracking,Authentication,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,login.live.com,First-party,Tracking,Authentication,Reject All,Free
Copilot,copilot.microsoft.com,browser,login.live.com,First-party,Tracking,Authentication,Reject All,Premium
Copilot,copilot.microsoft.com,browser,login.microsoftonline.com,First-party,Tracking,Authentication,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,login.microsoftonline.com,First-party,Tracking,Authentication,Reject All,Free
Copilot,copilot.microsoft.com,browser,login.microsoftonline.com,First-party,Tracking,Authentication,Reject All,Premium
Copilot,copilot.microsoft.com,browser,logincdn.msftauth.net,First-party,Tracking,Authentication,Reject All,Free
Copilot,copilot.microsoft.com,browser,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,Reject All,Free
Copilot,copilot.microsoft.com,browser,o4508134825000960.ingest.us.sentry.io,Sentry,Tracking,Analytics and Advertising,Reject All,Premium
Copilot,copilot.microsoft.com,browser,ogads-pa.clients6.google.com,Google Ads,Tracking,,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Reject All,Free
Copilot,copilot.microsoft.com,browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Reject All,Premium
Copilot,copilot.microsoft.com,browser,play.google.com,Other,,,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,play.google.com,Other,,,Reject All,Free
Copilot,copilot.microsoft.com,browser,play.google.com,Other,,,Reject All,Premium
Copilot,copilot.microsoft.com,browser,services.bingapis.com,First-party,,,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,services.bingapis.com,First-party,,,Reject All,Free
Copilot,copilot.microsoft.com,browser,services.bingapis.com,First-party,,,Reject All,Premium
Copilot,copilot.microsoft.com,browser,ts1.mm.bing.net,First-Party,,,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,wps-picasso-prod-eus2.webpubsub.azure.com,First-Party,Cloud/CDN,,Reject All,Free
Copilot,copilot.microsoft.com,browser,wps-picasso-prod-neu.webpubsub.azure.com,First-Party,Cloud/CDN,,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,wps-picasso-prod-neu.webpubsub.azure.com,First-Party,Cloud/CDN,,Reject All,Premium
Copilot,copilot.microsoft.com,browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Reject All,Free
Copilot,copilot.microsoft.com,browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Reject All,Premium
Copilot,copilot.microsoft.com,browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Reject All,Free
Copilot,copilot.microsoft.com,browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Reject All,Premium
Copilot,copilot.microsoft.com,browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Reject All,Free
Copilot,copilot.microsoft.com,browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Reject All,Premium
Copilot,copilot.microsoft.com,browser,www.gstatic.com,Google Cloud,,,Reject All,No Auth
Copilot,copilot.microsoft.com,browser,www.gstatic.com,Google Cloud,,,Reject All,Free
Copilot,copilot.microsoft.com,browser,www.gstatic.com,Google Cloud,,,Reject All,Premium
DeepSeek,"deepseek.com, high-flyer.cn",browser,a0fea896111e.5368fe9c.eu-west-1.token.awswaf.com,AWS,Cloud/CDN,,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,appleid.cdn-apple.com,Apple,Tracking,Authentication,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,cdn.deepseek.com.436b7a4e.cdnhwcqwg14.com,First-party,,,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,challenges.cloudflare.com,First-party,Anti-bot,,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,d3bbv8sr76az5s.cloudfront.net,First-party,Claude/CDN,,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",mobile,d3bbv8sr76az5s.cloudfront.net,First-party,Claude/CDN,,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,dlxu0q5zrzfpv.cloudfront.net,First-party,,,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",mobile,firebaselogging.googleapis.com,Google Firebase,Tracking,Analytics and Advertising,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,fonts.gstatic.com,Google API,,,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,fp-it-acc.portal101.cn,ShuMei,Tracking,Anti-fraud,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",mobile,fp-it.fengkongcloud.com,Fengkong ,Tracking,Anti-fraud,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",mobile,static.deepseek.com.436b7a4e.cdnhwcxcy07.com,First-Party,,,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.gstatic.com,Google Cloud,,,Accept All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,a0fea896111e.5368fe9c.eu-west-1.token.awswaf.com,AWS,Cloud/CDN,,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,appleid.cdn-apple.com,Apple,Tracking,Authentication,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,cdn.deepseek.com.436b7a4e.cdnhwcqwg14.com,First-party,,,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,challenges.cloudflare.com,First-party,Anti-bot,,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,d3bbv8sr76az5s.cloudfront.net,First-party,Claude/CDN,,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,dlxu0q5zrzfpv.cloudfront.net,First-party,,,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,fonts.gstatic.com,Google API,,,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,fp-it-acc.portal101.cn,ShuMei,Tracking,Anti-fraud,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,play.google.com,Other,,,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.gstatic.com,Google Cloud,,,Ignore Consent,Free
DeepSeek,"deepseek.com, high-flyer.cn",mobile,d3bbv8sr76az5s.cloudfront.net,First-party,Claude/CDN,,No consent banner,No Auth
DeepSeek,"deepseek.com, high-flyer.cn",mobile,fp-it.fengkongcloud.com,Fengkong ,Tracking,Anti-fraud,No consent banner,No Auth
DeepSeek,"deepseek.com, high-flyer.cn",browser,a0fea896111e.5368fe9c.eu-west-1.token.awswaf.com,AWS,Cloud/CDN,,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,appleid.cdn-apple.com,Apple,Tracking,Authentication,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,cdn.deepseek.com.436b7a4e.cdnhwcqwg14.com,First-party,,,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,challenges.cloudflare.com,First-party,Anti-bot,,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,d3bbv8sr76az5s.cloudfront.net,First-party,Claude/CDN,,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,dlxu0q5zrzfpv.cloudfront.net,First-party,,,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,fonts.gstatic.com,Google API,,,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,fp-it-acc.portal101.cn,ShuMei,Tracking,Anti-fraud,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,ogads-pa.clients6.google.com,Google Ads,Tracking,Analytics and Advertising,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,play.google.com,Other,,,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.google.com,Google Search,Tracking,Analytics and Advertising,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.googleadservices.com,Google Ads,Tracking,Analytics and Advertising,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.googletagmanager.com,Google Tag Manager,Tracking,Analytics and Advertising,Reject All,Free
DeepSeek,"deepseek.com, high-flyer.cn",browser,www.gstatic.com,Google Cloud,,,Reject All,Free
Gemini,gemini.google.com,browser,accounts.google.com,First-party,Tracking,Authentication,Accept All,Free
Gemini,gemini.google.com,browser,accounts.google.com,First-party,Tracking,Authentication,Accept All,Premium
Gemini,gemini.google.com,browser,accounts.google.es,First-party,Tracking,Authentication,Accept All,Free
Gemini,gemini.google.com,browser,accounts.youtube.com,First-party,Tracking,Authentication,Accept All,Free
Gemini,gemini.google.com,browser,consent.google.com,First-party,CMP,,Accept All,No Auth
Gemini,gemini.google.com,browser,consent.google.com,First-party,CMP,,Accept All,Free
Gemini,gemini.google.com,browser,encrypted-tbn0.gstatic.com,First-party,,,Accept All,Free
Gemini,gemini.google.com,browser,encrypted-tbn1.gstatic.com,First-party,,,Accept All,Free
Gemini,gemini.google.com,browser,fonts.gstatic.com,First-party,,,Accept All,No Auth
